SelectedSNPs,NeutralSNPs,SelectedSubstitutions,NeutralSubstitutions,SelectedSites,NeutralSites,dNdS,OmegaA.simulated,OmegaNA.simulated,Alpha.simulated,dataset,pn,Lpn,ps,Lps,dn,Ldn,ds,Lds,model,X.param,lnL,Alpha.inferred,alpha_down,alpha_up,OmegaA.inferred,omegaA_down,omegaA_up,prop_subst_sdel,prop_subst_wdel,prop_subst_wadv,prop_subst_sadv,Neutral.f0,Neutral.syno_orientation_error,GammaZero.negGmean,GammaZero.negGshape,GammaZero.syno_orientation_error,GammaExpo.negGmean,GammaExpo.negGshape,GammaExpo.posGmean,GammaExpo.pos_prop,GammaExpo.syno_orientation_error,GammaGamma.negGmean,GammaGamma.negGshape,GammaGamma.posGmean,GammaGamma.posGshape,GammaGamma.pos_prop,GammaGamma.syno_orientation_error,DisplGamma.negGmean,DisplGamma.negGshape,DisplGamma.s0,DisplGamma.syno_orientation_error,ScaledBeta.Ba,ScaledBeta.Bb,ScaledBeta.med_prop,ScaledBeta.syno_orientation_error,FGMBesselK.BKm,FGMBesselK.BKnsz2,FGMBesselK.BKsigma,FGMBesselK.BKscale,FGMBesselK.syno_orientation_error,theta,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,obs_specS1,obs_specS2,obs_specS3,obs_specS4,obs_specS5,obs_specS6,obs_specS7,obs_specS8,obs_specS9,obs_specS10,obs_specS11,obs_specS12,obs_specS13,obs_specS14,obs_specS15,obs_specS16,obs_specS17,obs_specS18,obs_specS19,exp_specS1,exp_specS2,exp_specS3,exp_specS4,exp_specS5,exp_specS6,exp_specS7,exp_specS8,exp_specS9,exp_specS10,exp_specS11,exp_specS12,exp_specS13,exp_specS14,exp_specS15,exp_specS16,exp_specS17,exp_specS18,exp_specS19,obs_specN1,obs_specN2,obs_specN3,obs_specN4,obs_specN5,obs_specN6,obs_specN7,obs_specN8,obs_specN9,obs_specN10,obs_specN11,obs_specN12,obs_specN13,obs_specN14,obs_specN15,obs_specN16,obs_specN17,obs_specN18,obs_specN19,exp_specN1,exp_specN2,exp_specN3,exp_specN4,exp_specN5,exp_specN6,exp_specN7,exp_specN8,exp_specN9,exp_specN10,exp_specN11,exp_specN12,exp_specN13,exp_specN14,exp_specN15,exp_specN16,exp_specN17,exp_specN18,exp_specN19,obs_dS,exp_dS,obs_dN,exp_dN,Alpha.basic,Alpha.FWW,OmegaA.basic,OmegaA.FWW,OmegaNA.basic,OmegaNA.FWW,OmegaNA.inferred,Scenario,PropPosSel,Replicate,AlphaCategory,NewPopSize,PropAdmixt,omegaA,omegaNA,alpha,MergeTime
709,2941,834,3345,561375,187125,0.0831091,0.0398605,0.0432486,0.479616,all,709,561375,2941,187125,834,561375,3345,187125,GammaExpo,25,-124.0962,0.1752,0,0.0000,0.0145,0,0,0.0011,0.1455,0.6782,0.1752,NA,NA,NA,NA,NA,5061.900308,0.508195,1.882675,0.029323,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007325,0.779277,0.548163,0.523241,0.440377,0.367223,0.429147,0.314601,0.297421,0.337267,0.275809,0.393368,0.397746,0.302662,0.402021,0.390505,0.33449,0.398484,0.284582,1244,480,239,160,112,77,71,58,43,49,35,47,50,34,45,46,40,58,53,1240.9108,486.6303,229.8422,165.863,112.6827,79.1026,80.159,52.109,44.476,46.2317,35.1339,47.1816,45.5349,33.5856,44.0863,43.4926,39.5578,54.6231,57.488,391,118,37,37,21,16,23,3,9,5,6,8,3,5,6,4,5,3,9,394.0892,111.3697,46.1578,31.137,20.3173,13.8974,13.841,8.891,7.524,7.7683,5.8661,7.8184,7.4651,5.4144,6.9137,6.5074,5.4422,6.3769,4.512,3345,3348.4044,834,830.5956,0.0331006,0.340872,0.00275096,0.0283296,0.0803582,0.0547795,0.0682672,ExponentialTwoDemes,1e-04,3,4,20000,NA,NA,NA,NA,NA
647,2889,905,3362,561375,187125,0.0897283,0.0411461,0.0485822,0.458564,all,647,561375,2889,187125,905,561375,3362,187125,GammaExpo,25,-118.4663,0.3397,0,0.0000,0.0304,0,0,9e-04,0.0747,0.5847,0.3397,NA,NA,NA,NA,NA,1580.178157,0.692415,2.581878,0.027319,0.034825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00654,0.778657,0.602289,0.582294,0.488618,0.54631,0.304925,0.398757,0.258347,0.462619,0.309995,0.384098,0.365222,0.498675,0.432501,0.638016,0.49035,0.652143,0.51143,1185,458,243,176,119,105,47,58,37,56,32,42,34,47,41,58,43,57,51,1183.377,461.6928,238.6381,173.4927,116.8129,109.2071,52.4507,60.2893,34.9056,56.6131,34.7539,39.8521,35.4063,45.6136,37.7425,53.8965,41.0346,56.6889,53.5887,366,94,35,24,15,20,13,11,3,9,8,4,7,6,3,5,5,9,10,367.623,90.3072,39.3619,26.5073,17.1871,15.7929,7.5493,8.7107,5.0944,8.3869,5.2461,6.1479,5.5937,7.3864,6.2575,9.1035,6.9654,9.3111,7.4113,3362,3363.5925,905,903.4075,0.168033,0.442464,0.0150774,0.0397016,0.074651,0.0500268,0.0591443,ExponentialTwoDemes,1e-04,4,4,20000,NA,NA,NA,NA,NA
697,3076,852,3347,561375,187125,0.0848521,0.0400359,0.0448163,0.471831,all,697,561375,3076,187125,852,561375,3347,187125,GammaExpo,25,-116.4757,0.1049,0,0.0000,0.0089,0,0,7e-04,0.0599,0.8344,0.1049,NA,NA,NA,NA,NA,2393.125114,0.688842,1.489094,0.038558,0.036816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006876,0.754415,0.688964,0.579763,0.513741,0.435781,0.582028,0.441006,0.384571,0.489972,0.403812,0.326429,0.423106,0.280637,0.476895,0.482425,0.506217,0.545087,0.413761,1241,468,295,175,129,92,107,70,53,64,43,37,44,27,47,42,45,51,46,1241.7395,469.4386,286.5186,181.3337,128.9526,91.481,105.1602,70.0551,54.6091,63.0405,47.6183,35.6432,43.1964,27.0568,43.9172,43.0781,44.8944,50.4374,46.5859,364,98,44,38,22,15,16,12,11,10,13,5,7,5,5,9,8,8,7,363.2605,96.5614,52.4814,31.6663,22.0474,15.519,17.8398,11.9449,9.3909,10.9595,8.3817,6.3568,7.8036,4.9432,8.0828,7.9219,8.1056,8.5626,6.4141,3347,3347.1303,852,851.8697,0.109851,0.324671,0.00932111,0.027549,0.075531,0.0573031,0.0759411,ExponentialTwoDemes,1e-04,5,4,20000,NA,NA,NA,NA,NA
669,2908,905,3247,561375,187125,0.0929063,0.0448619,0.0480443,0.482873,all,669,561375,2908,187125,905,561375,3247,187125,GammaExpo,25,-116.7298,0.5991,0,0.0000,0.0557,0,0,0.0013,0.2764,0.1232,0.5991,NA,NA,NA,NA,NA,9192.807383,0.382326,7.321928,0.00882,0.031975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006642,0.779923,0.6434,0.521349,0.485539,0.452082,0.40824,0.471648,0.414304,0.387694,0.269594,0.532997,0.410091,0.45351,0.445605,0.388872,0.383073,0.401909,0.446523,1210,471,254,158,115,94,72,74,57,50,35,55,37,39,41,31,34,35,46,1205.2197,470.8955,259.535,158.1074,118.1195,91.9354,71.4143,72.4936,56.8813,48.1853,30.6774,56.0864,40.2815,41.9774,39.2831,33.105,32.1855,34.8499,46.0202,367,103,54,27,22,12,10,9,8,5,0,9,9,9,4,7,3,5,6,371.7803,103.1045,48.465,26.8926,18.8805,14.0646,10.5857,10.5064,8.1187,6.8147,4.3226,7.9136,5.7185,6.0226,5.7169,4.895,4.8145,5.1501,5.9798,3247,3245.7662,905,906.2338,0.174598,0.418108,0.0162213,0.0388449,0.076685,0.0540614,0.0373008,ExponentialTwoDemes,1e-04,6,4,20000,NA,NA,NA,NA,NA
629,2931,881,3447,561375,187125,0.0851949,0.0407117,0.0444831,0.477866,all,629,561375,2931,187125,881,561375,3447,187125,GammaExpo,25,-116.8986,0.2146,0,0.0000,0.0183,0,0,9e-04,0.1498,0.6346,0.2146,NA,NA,NA,NA,NA,11548.132524,0.451366,2.078532,0.028203,0.0309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006327,0.905374,0.639905,0.580811,0.605274,0.446901,0.514872,0.46298,0.347551,0.426962,0.520964,0.400527,0.355422,0.424806,0.354337,0.618394,0.42577,0.624218,0.387404,1155,510,252,172,143,82,83,68,43,54,58,41,32,35,28,52,33,53,37,1149.3571,521.2674,246.126,167.9382,140.3784,86.6325,85.8462,67.8163,45.4661,50.553,56.4605,40.1298,33.2286,37.4072,29.6979,50.004,33.9301,51.2103,37.5693,301,117,39,25,21,19,17,11,10,5,8,6,7,9,7,7,7,7,6,306.6429,105.7326,44.874,29.0618,23.6216,14.3675,14.1538,11.1837,7.5339,8.447,9.5395,6.8702,5.7714,6.5928,5.3021,8.996,6.0699,8.7897,5.4307,3447,3445.1037,881,882.8963,0.160346,0.3479,0.0136607,0.0296393,0.0715342,0.0555556,0.0670528,ExponentialTwoDemes,1e-04,7,4,20000,NA,NA,NA,NA,NA
664,3086,823,3236,561375,187125,0.0847754,0.0417182,0.0430573,0.492102,all,664,561375,3086,187125,823,561375,3236,187125,GammaExpo,25,-115.979,0.2286,0,0.0000,0.0194,0,0,9e-04,0.1251,0.6454,0.2286,NA,NA,NA,NA,NA,6384.517574,0.509367,2.114819,0.028363,0.026876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007316,0.721459,0.579767,0.478437,0.512617,0.518692,0.344348,0.341156,0.416074,0.409027,0.315914,0.200336,0.381233,0.58131,0.442496,0.284777,0.299797,0.442953,0.496584,1335,481,261,161,137,114,64,60,63,53,40,25,46,57,41,28,28,38,54,1334.0962,482.0237,258.702,160.4389,137.835,116.5266,66.5069,57.8553,62.9779,55.9938,39.5504,23.1613,41.0702,58.8787,42.5543,26.3299,27.1694,40.9308,53.0873,358,96,43,26,23,21,13,7,10,12,6,2,2,12,9,3,4,10,7,358.9038,94.9763,45.298,26.5611,22.165,18.4734,10.4931,9.1447,10.0221,9.0062,6.4496,3.8387,6.9298,10.1213,7.4457,4.6701,4.8306,7.0692,7.9127,3236,3235.7163,823,823.2837,0.15398,0.349834,0.0130537,0.0296573,0.0717218,0.0551181,0.0654173,ExponentialTwoDemes,1e-04,8,4,20000,NA,NA,NA,NA,NA
681,2765,932,3320,561375,187125,0.0935743,0.0424699,0.0511044,0.453863,all,681,561375,2765,187125,932,561375,3320,187125,GammaExpo,25,-114.8687,0.1032,0,0.0000,0.0096,0,0,7e-04,0.0607,0.8355,0.1032,NA,NA,NA,NA,NA,3422.631712,0.638534,1.481309,0.042482,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00702,0.756742,0.564571,0.444836,0.409695,0.377863,0.332967,0.412642,0.357463,0.313245,0.357765,0.387468,0.421768,0.380624,0.338401,0.255666,0.373179,0.295319,0.222772,1188,454,232,131,101,79,58,59,51,44,46,42,47,41,38,29,42,40,43,1189.1139,452.8326,226.8411,135.1232,100.4561,77.9968,59.5978,65.4951,51.2234,41.1465,43.6716,44.5341,46.2694,40.4739,35.5607,27.2863,42.2911,38.7918,43.1234,371,103,42,31,19,14,13,19,10,5,6,11,8,7,4,3,7,4,4,369.8861,104.1674,47.1589,26.8768,19.5439,15.0032,11.4022,12.5049,9.7766,7.8535,8.3284,8.4659,8.7306,7.5261,6.4393,4.7137,6.7089,5.2082,3.8766,3320,3322.2736,932,929.7264,0.122647,0.343382,0.0114766,0.0321317,0.0820976,0.0614426,0.083712,ExponentialTwoDemes,1e-04,9,4,20000,NA,NA,NA,NA,NA
630,2688,900,3227,561375,187125,0.0929656,0.0442103,0.0487553,0.475556,all,630,561375,2688,187125,900,561375,3227,187125,GammaExpo,25,-119.5963,0.5962,0,0.0000,0.0554,0,0,0.0014,0.3198,0.0826,0.5962,NA,NA,NA,NA,NA,11904.039717,0.353962,9.035068,0.006773,0.007643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006224,0.689637,0.493774,0.499784,0.42613,0.549871,0.408225,0.359616,0.350937,0.442344,0.420081,0.358563,0.561112,0.497314,0.451498,0.66174,0.520937,0.522209,0.634006,1162,394,184,152,101,101,70,52,44,51,43,35,50,44,31,55,39,38,42,1156.1983,398.8578,190.4815,144.682,98.751,106.2667,67.6792,52.2191,45.3493,51.5167,44.5518,34.9324,50.5976,41.7921,35.591,49.272,36.961,35.8536,44.2083,352,94,43,18,14,22,8,8,8,8,8,5,8,4,10,2,4,4,10,357.8017,89.1422,36.5185,25.318,16.249,16.7333,10.3208,7.7809,6.6507,7.4833,6.4482,5.0676,7.4024,6.2079,5.409,7.728,6.039,6.1464,7.7917,3227,3227.012,900,899.988,0.159635,0.417189,0.0148406,0.0387842,0.078125,0.0541814,0.0375387,ExponentialTwoDemes,1e-04,10,4,20000,NA,NA,NA,NA,NA
302,688,3302,3649,561375,187125,0.301635,0.226637,0.0749977,0.751363,all,302,561375,688,187125,3302,561375,3649,187125,GammaExpo,25,-91.0773,0.7105,0,0.0000,0.2144,0,0,5e-04,0.1842,0.1048,0.7105,NA,NA,NA,NA,NA,44765.521998,0.237497,8.73403,0.027574,0.004071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002055,0.413232,0.287869,0.178484,0.234162,0.211329,0.150756,0.109506,0.070194,0.116462,0.148522,0.229544,0.319818,0.31357,0.412561,0.515949,0.856091,0.986876,1.115941,385,82,33,17,17,16,6,5,3,5,6,7,9,8,11,13,20,20,25,383.1057,79.1747,36.78,17.1084,17.9624,13.5143,8.2672,5.2572,2.9973,4.479,5.1974,7.3716,9.4944,8.6607,10.6639,12.5532,19.7352,21.7724,24.2436,177,28,17,6,7,2,5,2,1,1,1,3,4,4,4,5,9,13,13,178.8943,30.8253,13.22,5.8916,6.0376,4.4857,2.7328,1.7428,1.0027,1.521,1.8026,2.6284,3.5056,3.3393,4.3361,5.4468,9.2648,11.2276,13.7564,3649,3646.935,3302,3304.065,0.514918,0.514961,0.155317,0.15533,0.146318,0.146305,0.0873744,ExponentialTwoDemes,0.001,1,5,20000,NA,NA,NA,NA,NA
317,890,3282,3692,561375,187125,0.296316,0.223456,0.0728602,0.754113,all,317,561375,890,187125,3282,561375,3692,187125,GammaExpo,25,-91.5262,0.5989,0,0.0000,0.1774,0,0,2e-04,0.0225,0.3784,0.5989,NA,NA,NA,NA,NA,3901.619603,0.599523,4.101171,0.065452,0.065977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002961,0.508945,0.265327,0.19404,0.269949,0.181962,0.079842,0.146047,0.161426,0.148693,0.217797,0.261882,0.193762,0.183806,0.119277,0.187544,0.281828,0.198418,0.191839,518,137,42,26,28,16,7,10,11,8,10,14,10,7,4,9,11,10,12,519.419,132.722,46.339,25.547,28.5973,16.1692,6.1271,9.8922,9.8183,8.2383,11.1308,12.4902,8.725,7.914,4.987,7.7797,12.0131,9.331,12.2376,200,37,18,7,9,5,1,3,2,3,5,3,2,4,3,2,6,3,4,198.581,41.278,13.661,7.453,8.4027,4.8308,1.8729,3.1078,3.1817,2.7617,3.8692,4.5098,3.275,3.086,2.013,3.2203,4.9869,3.669,3.7624,3692,3693.2081,3282,3280.7919,0.599325,0.617047,0.17759,0.182841,0.118727,0.113475,0.118812,ExponentialTwoDemes,0.001,2,5,20000,NA,NA,NA,NA,NA
333,901,3215,3727,561375,187125,0.287541,0.215097,0.0724443,0.748056,all,333,561375,901,187125,3215,561375,3727,187125,GammaExpo,25,-92.1364,0.5764,0,0.0000,0.1657,0,0,0,0,0.4236,0.5764,NA,NA,NA,NA,NA,300.155375,99.999925,3.808331,0.069351,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003259,0.458039,0.277919,0.202402,0.228301,0.171348,0.121408,0.114936,0.12626,0.136563,0.145671,0.069708,0.043452,0.103822,0.194072,0.146848,0.083634,0.17292,0.144115,551,133,48,27,26,16,11,9,8,7,10,3,2,2,12,8,5,11,12,552.1062,127.2598,51.8466,28.5459,25.9909,16.4218,10.0896,8.4701,8.4004,8.3288,8.2561,3.72,2.2132,5.1259,9.4689,7.2768,4.4006,10.5461,12.9528,237,27,17,9,7,5,2,2,3,4,1,2,1,5,1,2,1,3,4,235.8938,32.7402,13.1534,7.4541,7.0091,4.5782,2.9104,2.5299,2.5996,2.6712,2.7439,1.28,0.7868,1.8741,3.5311,2.7232,1.5994,3.4539,3.0472,3727,3727.3247,3215,3214.6753,0.571552,0.631389,0.164345,0.181551,0.123196,0.105991,0.121796,ExponentialTwoDemes,0.001,3,5,20000,NA,NA,NA,NA,NA
338,889,3264,3715,561375,187125,0.292867,0.223419,0.0694482,0.762868,all,338,561375,889,187125,3264,561375,3715,187125,GammaExpo,25,-97.9311,0.7985,0,0.0000,0.2338,0,0,6e-04,0.1106,0.0903,0.7985,NA,NA,NA,NA,NA,3157.622828,0.402674,10.06174,0.025402,1e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002333,0.672098,0.346774,0.361118,0.364101,0.23037,0.269205,0.33682,0.295889,0.491198,0.218861,0.279972,0.161657,0.269984,0.23267,0.323631,0.61212,0.679333,0.706799,436,147,50,41,34,15,16,21,15,17,8,9,7,9,7,7,17,18,15,436.5932,146.7167,50.4664,39.4154,31.7928,16.763,16.7904,18.3817,14.3537,21.4454,8.6867,10.1862,5.4291,8.4195,6.7722,8.831,15.7205,16.4775,16.2415,197,48,15,9,6,6,5,2,3,10,3,4,0,2,2,5,5,6,10,196.4068,48.2833,14.5336,10.5846,8.2072,4.237,4.2096,4.6183,3.6463,5.5546,2.3133,2.8138,1.5709,2.5805,2.2278,3.169,6.2795,7.5225,8.7585,3715,3715.117,3264,3263.883,0.567263,0.654084,0.166133,0.19156,0.126734,0.101307,0.0590072,ExponentialTwoDemes,0.001,4,5,20000,NA,NA,NA,NA,NA
360,970,3317,3750,561375,187125,0.294844,0.222489,0.0723556,0.754598,all,360,561375,970,187125,3317,561375,3750,187125,GammaExpo,25,-89.6771,0.8091,0,0.0000,0.2386,0,0,5e-04,0.1011,0.0892,0.8091,NA,NA,NA,NA,NA,3578.344946,0.40728,10.199987,0.025475,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003062,0.500149,0.295974,0.2724,0.238041,0.151789,0.177294,0.236195,0.113584,0.1117,0.106857,0.115625,0.088531,0.169298,0.198049,0.206499,0.298061,0.194758,0.539685,573,146,58,35,26,15,13,17,8,7,5,5,4,7,9,8,12,7,15,573.0447,143.3038,56.5354,39.0243,27.2816,14.497,14.5139,16.9188,7.2321,6.4009,5.5667,5.5215,3.9025,6.9297,7.5661,7.3958,10.0472,6.2003,16.2771,244,42,14,14,8,3,5,4,1,1,2,2,1,2,1,2,2,2,10,243.9553,44.6962,15.4646,9.9757,6.7184,3.503,3.4861,4.0812,1.7679,1.5991,1.4333,1.4785,1.0975,2.0703,2.4339,2.6042,3.9528,2.7997,8.7229,3750,3749.9449,3317,3317.0551,0.580418,0.666693,0.171133,0.196571,0.123711,0.0982736,0.05629,ExponentialTwoDemes,0.001,5,5,20000,NA,NA,NA,NA,NA
291,841,3254,3616,561375,187125,0.299963,0.22382,0.0761431,0.746159,all,291,561375,841,187125,3254,561375,3616,187125,GammaExpo,25,-94.1805,0.8139,0,0.0000,0.244,0,0,5e-04,0.1026,0.083,0.8139,NA,NA,NA,NA,NA,6133.365779,0.375557,10.633559,0.024846,0.010926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002336,0.513848,0.398228,0.257654,0.379507,0.178134,0.272716,0.31098,0.315232,0.366478,0.239919,0.323722,0.253708,0.317301,0.383424,0.317381,0.323239,0.481589,0.65158,437,106,56,24,34,14,18,17,17,15,11,13,9,10,12,10,8,12,18,432.5338,111.2001,57.4941,27.9217,32.9317,12.8948,16.9417,16.9276,15.2779,16.0172,9.5557,11.8548,8.6095,10.0499,11.416,8.9538,8.734,12.7156,17.9361,170,39,17,11,7,2,3,4,2,5,1,2,2,3,3,2,4,6,8,174.4662,33.7999,15.5059,7.0783,8.0683,3.1052,4.0583,4.0724,3.7221,3.9828,2.4443,3.1452,2.3905,2.9501,3.584,3.0462,3.266,5.2844,8.0639,3616,3618.0665,3254,3251.9335,0.61549,0.69422,0.184624,0.208241,0.115339,0.0917226,0.0557839,ExponentialTwoDemes,0.001,6,5,20000,NA,NA,NA,NA,NA
329,903,3279,3773,561375,187125,0.28969,0.21539,0.0742998,0.743519,all,329,561375,903,187125,3279,561375,3773,187125,GammaExpo,25,-101.7192,0.7114,0,0.0000,0.2063,0,0,3e-04,0.1633,0.125,0.7114,NA,NA,NA,NA,NA,1146510.764553,0.188152,7.956122,0.029709,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002811,0.395019,0.278467,0.291864,0.197536,0.184453,0.173996,0.174996,0.11765,0.390049,0.157806,0.119456,0.146295,0.388567,0.347921,0.235039,0.530076,0.586455,0.408473,535,98,48,33,23,17,11,13,7,22,7,4,6,14,12,9,22,15,7,526.0834,103.9065,48.8322,38.3862,20.7841,16.1729,13.0766,11.5078,6.8771,20.5199,7.5472,5.237,5.9203,14.6013,12.2024,7.7281,16.4038,17.1402,11.3101,188,40,16,17,4,4,6,2,2,5,3,3,2,6,5,2,2,11,11,196.9166,34.0935,15.1678,11.6138,6.2159,4.8271,3.9234,3.4922,2.1229,6.4801,2.4528,1.763,2.0797,5.3987,4.7976,3.2719,7.5962,8.8598,6.6899,3773,3769.3194,3279,3282.6806,0.580769,0.56957,0.168243,0.164999,0.121447,0.124691,0.0837052,ExponentialTwoDemes,0.001,7,5,20000,NA,NA,NA,NA,NA
348,977,3199,3749,561375,187125,0.284431,0.214724,0.0697075,0.754923,all,348,561375,977,187125,3199,561375,3749,187125,GammaExpo,25,-99.4598,0.6445,0,0.0000,0.1834,0,0,2e-04,0.0071,0.3482,0.6445,NA,NA,NA,NA,NA,713.163076,1.011586,4.433833,0.059646,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002813,0.546029,0.367225,0.294681,0.283245,0.201056,0.243513,0.203951,0.20044,0.117421,0.28682,0.171235,0.237032,0.269491,0.342622,0.334814,0.495349,0.43903,0.5312,525,149,63,38,25,16,19,16,11,7,16,9,8,11,13,11,12,12,16,526.4564,143.7301,64.4426,38.7841,29.8233,17.6412,18.3141,13.4214,11.7247,6.1817,13.7271,7.5123,9.599,10.134,12.025,11.0165,15.34,12.8406,14.7186,213,33,17,10,12,6,4,1,4,1,2,1,5,3,4,5,11,8,8,211.5436,38.2699,15.5574,9.2159,7.1767,4.3588,4.6859,3.5786,3.2753,1.8183,4.2729,2.4877,3.401,3.866,4.975,4.9835,7.66,7.1594,9.2814,3749,3747.7399,3199,3200.2601,0.582568,0.605489,0.165701,0.17222,0.118731,0.112211,0.101148,ExponentialTwoDemes,0.001,8,5,20000,NA,NA,NA,NA,NA
307,837,3278,3791,561375,187125,0.288227,0.215686,0.0725402,0.748322,all,307,561375,837,187125,3278,561375,3791,187125,GammaExpo,25,-100.024,0.4841,0,0.0000,0.1395,0,0,2e-04,0.0499,0.4659,0.4841,NA,NA,NA,NA,NA,1113113.504677,0.280107,3.34837,0.073807,0.092555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002762,0.371826,0.313074,0.290489,0.152836,0.208137,0.145541,0.210089,0.23159,0.237419,0.209354,0.252934,0.115499,0.186854,0.258101,0.289992,0.228977,0.323297,0.416209,474,92,44,31,14,18,6,15,16,13,12,12,4,7,12,11,10,16,30,471.5152,88.181,49.8246,34.9281,14.8234,16.9805,10.2867,13.1539,13.0755,12.2706,10.0388,11.3978,4.9561,7.7493,10.5392,11.9683,9.9681,16.1561,30.1832,173,27,23,16,6,5,8,3,2,4,2,4,3,4,3,6,4,6,8,175.4848,30.819,17.1754,12.0719,5.1766,6.0195,3.7133,4.8461,4.9245,4.7294,3.9612,4.6022,2.0439,3.2507,4.4608,5.0317,4.0319,5.8439,7.8168,3791,3792.0239,3278,3276.9761,0.575813,0.543375,0.165964,0.156615,0.122262,0.131611,0.14866,ExponentialTwoDemes,0.001,9,5,20000,NA,NA,NA,NA,NA
318,881,3328,3626,561375,187125,0.305939,0.227156,0.0787829,0.742488,all,318,561375,881,187125,3328,561375,3626,187125,GammaExpo,25,-91.7682,0.5719,0,0.0000,0.1749,0,0,2e-04,0.0266,0.4013,0.5719,NA,NA,NA,NA,NA,14838.858081,0.484095,3.895175,0.070371,0.097478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00324,0.366503,0.297608,0.215941,0.220284,0.197528,0.172312,0.122047,0.044783,0.097056,0.129638,0.068356,0.099594,0.043788,0.117773,0.217754,0.262673,0.160049,0.10874,553,94,58,33,26,18,11,10,4,6,7,2,5,3,7,12,13,11,8,550.3618,101.4881,55.3235,30.3411,24.9781,18.8502,14.2545,8.9499,2.9637,5.885,7.3009,3.6224,5.0335,2.143,5.689,10.6656,13.631,9.5959,9.5593,205,41,15,7,7,7,8,2,0,2,3,3,2,0,1,3,6,2,4,207.6382,33.5119,17.6765,9.6589,8.0219,6.1498,4.7455,3.0501,1.0363,2.115,2.6991,1.3776,1.9665,0.857,2.311,4.3344,5.369,3.4041,2.4407,3626,3627.1111,3328,3326.8889,0.606726,0.664756,0.185621,0.203374,0.120318,0.102564,0.130924,ExponentialTwoDemes,0.001,10,5,20000,NA,NA,NA,NA,NA
2317,16392,7,51,561375,187125,0.0457516,0,0.0457516,0,all,2317,561375,16392,187125,7,561375,51,187125,GammaExpo,25,-135.7602,-2.3156,0,0.0000,-0.1009,0,0,0.015,2.3789,0.9217,-2.3156,NA,NA,NA,NA,NA,26770.236197,0.42279,18.775884,0.0083,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040855,0.762969,0.697097,0.577445,0.547747,0.476907,0.44817,0.401744,0.380285,0.341634,0.301612,0.280274,0.275969,0.239923,0.210955,0.201328,0.197512,0.185029,0.125297,6930,2646,1629,1023,779,574,469,365,323,263,212,189,174,146,129,121,134,147,139,6920.7086,2657.1973,1630.1335,1020.8648,781.6677,572.9332,466.8733,371.118,317.1566,261.1782,214.2774,187.4848,176.2012,148.4829,129.0194,125.0556,130.2722,141.4541,141.1626,1276,359,184,103,79,53,41,40,23,22,22,16,19,17,13,17,10,9,14,1285.2914,347.8027,182.8665,105.1352,76.3323,54.0668,43.1267,33.882,28.8434,23.8218,19.7226,17.5152,16.7988,14.5171,12.9806,12.9444,13.7278,14.5459,11.8374,51,51.3348,7,6.6652,-0.0298316,0.271001,-0.00136485,0.0123987,0.0471165,0.0333529,0.14444,ExponentialTwoDemes,0,2,1,1e+05,NA,NA,NA,NA,NA
