SelectedSNPs,NeutralSNPs,SelectedSubstitutions,NeutralSubstitutions,SelectedSites,NeutralSites,dNdS,OmegaA.simulated,OmegaNA.simulated,Alpha.simulated,dataset,pn,Lpn,ps,Lps,dn,Ldn,ds,Lds,model,X.param,lnL,Alpha.inferred,alpha_down,alpha_up,OmegaA.inferred,omegaA_down,omegaA_up,prop_subst_sdel,prop_subst_wdel,prop_subst_wadv,prop_subst_sadv,Neutral.f0,Neutral.syno_orientation_error,GammaZero.negGmean,GammaZero.negGshape,GammaZero.syno_orientation_error,GammaExpo.negGmean,GammaExpo.negGshape,GammaExpo.posGmean,GammaExpo.pos_prop,GammaExpo.syno_orientation_error,GammaGamma.negGmean,GammaGamma.negGshape,GammaGamma.posGmean,GammaGamma.posGshape,GammaGamma.pos_prop,GammaGamma.syno_orientation_error,DisplGamma.negGmean,DisplGamma.negGshape,DisplGamma.s0,DisplGamma.syno_orientation_error,ScaledBeta.Ba,ScaledBeta.Bb,ScaledBeta.med_prop,ScaledBeta.syno_orientation_error,FGMBesselK.BKm,FGMBesselK.BKnsz2,FGMBesselK.BKsigma,FGMBesselK.BKscale,FGMBesselK.syno_orientation_error,theta,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,obs_specS1,obs_specS2,obs_specS3,obs_specS4,obs_specS5,obs_specS6,obs_specS7,obs_specS8,obs_specS9,obs_specS10,obs_specS11,obs_specS12,obs_specS13,obs_specS14,obs_specS15,obs_specS16,obs_specS17,obs_specS18,obs_specS19,exp_specS1,exp_specS2,exp_specS3,exp_specS4,exp_specS5,exp_specS6,exp_specS7,exp_specS8,exp_specS9,exp_specS10,exp_specS11,exp_specS12,exp_specS13,exp_specS14,exp_specS15,exp_specS16,exp_specS17,exp_specS18,exp_specS19,obs_specN1,obs_specN2,obs_specN3,obs_specN4,obs_specN5,obs_specN6,obs_specN7,obs_specN8,obs_specN9,obs_specN10,obs_specN11,obs_specN12,obs_specN13,obs_specN14,obs_specN15,obs_specN16,obs_specN17,obs_specN18,obs_specN19,exp_specN1,exp_specN2,exp_specN3,exp_specN4,exp_specN5,exp_specN6,exp_specN7,exp_specN8,exp_specN9,exp_specN10,exp_specN11,exp_specN12,exp_specN13,exp_specN14,exp_specN15,exp_specN16,exp_specN17,exp_specN18,exp_specN19,obs_dS,exp_dS,obs_dN,exp_dN,Alpha.basic,Alpha.FWW,OmegaA.basic,OmegaA.FWW,OmegaNA.basic,OmegaNA.FWW,OmegaNA.inferred,Scenario,PropPosSel,Replicate,AlphaCategory,NewPopSize,PropAdmixt,omegaA,omegaNA,alpha,MergeTime
983,5733,194,1281,561375,187125,0.0504814,0.0130107,0.0374707,0.257732,all,983,561375,5733,187125,194,561375,1281,187125,GammaExpo,25,-130.0308,0.3459,0,0.0000,0.0174,0,0,0.0022,0.6362,0.0158,0.3459,NA,NA,NA,NA,NA,64707.744024,0.293741,16.349466,0.001044,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009536,0.860623,0.875359,0.828477,0.846402,0.92328,0.86557,0.708525,0.975525,0.734381,0.970149,0.829821,0.722666,0.863867,0.956303,0.720426,1.031186,1.180473,1.078891,1787,770,519,372,301,267,229,160,193,128,150,122,99,110,114,80,113,119,100,1784.364,767.8327,520.653,369.5762,302.0578,274.5779,220.6418,158.0332,193.4103,131.0402,157.3727,123.3919,99.1922,110.1038,113.7595,80.3438,108.236,117.0219,101.3229,433,138,84,51,42,43,19,17,23,18,25,15,11,12,12,9,7,11,13,435.636,140.1673,82.347,53.4238,40.9422,35.4221,27.3582,18.9668,22.5897,14.9598,17.6273,13.6081,10.8078,11.8962,12.2405,8.6562,11.764,12.9781,11.6771,1281,1281.9048,194,193.0952,-0.132189,0.143428,-0.00667309,0.00724042,0.0571545,0.043241,0.0328658,ExponentialTwoDemes,1e-05,5,2,20000,NA,NA,NA,NA,NA
1062,5818,266,1664,561375,187125,0.0532853,0.0112179,0.0420673,0.210526,all,1062,561375,5818,187125,266,561375,1664,187125,GammaExpo,25,-133.2164,0.0058,0,0.0000,3e-04,0,0,0.0012,0.099,0.894,0.0058,NA,NA,NA,NA,NA,2824.904504,0.674022,0.733786,0.03162,0.054468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009873,0.998279,0.922877,0.937245,0.857129,0.799614,0.826446,0.884698,0.944627,0.863521,0.851035,0.742484,0.683362,0.756845,0.7798,0.676559,0.644852,0.554242,0.420239,1755,870,558,414,308,226,215,194,187,162,147,117,106,108,108,92,92,80,79,1752.1522,877.5054,542.8406,415.2025,305.2064,238.5491,212.6375,200.5989,191.989,159.5341,144.6641,117.4238,101.6494,107.129,106.5073,90.886,87.8927,81.6741,80.9248,462,167,71,63,41,46,27,34,31,19,17,16,9,13,12,10,6,10,8,464.8478,159.4946,86.1594,61.7975,43.7936,33.4509,29.3625,27.4011,26.011,21.4659,19.3359,15.5762,13.3506,13.871,13.4927,11.114,10.1073,8.3259,6.0752,1664,1664.9202,266,265.0798,-0.141885,0.151678,-0.0075604,0.00808221,0.0608457,0.045203,0.0527932,ExponentialTwoDemes,1e-05,6,2,20000,NA,NA,NA,NA,NA
1052,5551,203,1272,561375,187125,0.0531971,0.0120545,0.0411426,0.226601,all,1052,561375,5551,187125,203,561375,1272,187125,GammaExpo,25,-131.6789,0.4223,0,0.0000,0.0224,0,0,0.0025,0.5683,0.0069,0.4223,NA,NA,NA,NA,NA,12777.786426,0.356685,28.120102,0.000769,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010119,0.820084,0.931202,0.742385,0.674283,0.817644,0.662442,0.730057,0.593578,0.704255,0.603383,0.734082,0.628493,0.677636,0.669024,0.660031,0.871984,0.66311,0.868726,1890,779,600,357,255,253,175,168,127,132,95,115,96,89,89,79,95,72,85,1893.5918,776.4523,587.7723,351.4436,255.3634,258.0475,179.1993,172.8037,124.8882,133.3571,103.8692,115.8377,91.5468,91.6547,84.4572,78.1144,97.1284,69.7589,86.5796,532,149,84,46,35,38,26,25,12,16,20,13,5,12,4,7,12,5,11,528.4082,151.5477,96.2277,51.5564,34.6366,32.9525,21.8007,20.1963,14.1118,14.6429,11.1308,12.1623,9.4532,9.3453,8.5428,7.8856,9.8716,7.2411,9.4204,1272,1272.3461,203,202.6539,-0.187505,0.193376,-0.00997474,0.010287,0.0631718,0.04291,0.030682,ExponentialTwoDemes,1e-05,7,2,20000,NA,NA,NA,NA,NA
1116,6015,220,1492,561375,187125,0.049151,0.0120643,0.0370867,0.245455,all,1116,561375,6015,187125,220,561375,1492,187125,GammaExpo,25,-131.7949,0.154,0,0.0000,0.0075,0,0,0.0023,0.5564,0.2873,0.154,NA,NA,NA,NA,NA,25949.328928,0.339021,2.46791,0.007039,0.010242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010395,0.951621,0.762456,0.816019,0.79179,0.774423,0.784866,0.741482,0.888289,0.758473,0.828546,0.732714,0.785554,0.943641,0.63377,0.648128,0.744842,1.155364,0.728293,1930,907,500,396,308,248,213,175,184,153,149,121,118,134,82,80,95,135,87,1926.342,917.1286,490.211,393.785,305.9372,249.6006,217.0739,179.6774,191.6329,147.5394,146.8516,119.382,118.5758,132.9036,83.8714,81.2178,89.3015,135.0872,88.3079,501,187,72,58,42,36,33,28,32,13,16,13,15,15,12,11,5,16,11,504.658,176.8714,81.789,60.215,44.0628,34.3994,28.9261,23.3226,24.3671,18.4606,18.1484,14.618,14.4242,16.0964,10.1286,9.7822,10.6985,15.9128,9.6921,1492,1493.0423,220,218.9577,-0.258273,0.0866526,-0.0126944,0.00425906,0.0618454,0.044892,0.0413841,ExponentialTwoDemes,1e-05,8,2,20000,NA,NA,NA,NA,NA
966,5521,215,1421,561375,187125,0.050434,0.0124326,0.0380014,0.246512,all,966,561375,5521,187125,215,561375,1421,187125,GammaExpo,25,-132.1966,0.36,0,0.0000,0.0182,0,0,0.0022,0.6267,0.0111,0.36,NA,NA,NA,NA,NA,59691.28874,0.296325,20.088438,0.000888,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009674,0.918287,0.83721,0.776315,0.695928,0.731345,0.698761,0.710665,0.614757,0.947698,0.519545,0.824661,0.829705,0.6498,0.696568,0.998654,0.848226,1.084648,1.159205,1805,830,504,358,247,225,183,162,125,174,84,121,115,84,84,111,88,118,103,1810.3141,831.1943,505.2042,351.3437,251.9697,220.6605,180.7109,160.8158,123.6558,171.5631,85.5036,124.4079,115.5406,84.0245,84.0672,112.9923,90.3268,109.0863,110.4487,449,153,81,44,39,24,20,18,13,17,11,17,13,9,9,14,12,3,20,443.6859,151.8057,79.7958,50.6563,34.0303,28.3395,22.2891,19.1842,14.3442,19.4369,9.4964,13.5921,12.4594,8.9755,8.9328,12.0077,9.6732,11.9137,12.5513,1421,1420.4981,215,215.5019,-0.156418,0.166394,-0.0078888,0.00839192,0.0583228,0.042042,0.0323541,ExponentialTwoDemes,1e-05,9,2,20000,NA,NA,NA,NA,NA
1019,5783,179,1255,561375,187125,0.0475432,0.0106242,0.036919,0.223464,all,1019,561375,5783,187125,179,561375,1255,187125,GammaExpo,25,-130.6575,0.363,0,0.0000,0.0173,0,0,0.0026,0.5958,0.0386,0.363,NA,NA,NA,NA,NA,16173.662358,0.35351,10.381946,0.001712,0.009548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009607,0.900181,0.831995,0.906253,0.850489,0.853291,0.824692,0.832923,0.911568,0.817991,0.855618,0.806184,0.741497,0.879514,0.788344,1.061414,0.872148,1.192569,0.839675,1785,804,481,410,299,265,211,185,181,146,138,122,104,119,96,124,93,125,95,1781.3846,802.2364,494.6238,404.3637,303.8291,254.2576,210.853,186.5669,181.759,147.0457,140.1237,121.3459,103.3735,114.3701,96.2816,122.6685,96.3334,128.198,93.0972,471,149,92,52,45,21,25,23,21,17,17,12,10,7,10,11,13,16,7,474.6154,150.7636,78.3762,57.6363,40.1709,31.7424,25.147,21.4331,20.241,15.9543,14.8763,12.6541,10.6265,11.6299,9.7184,12.3315,9.6666,12.802,8.9028,1255,1254.4332,179,179.5668,-0.235412,0.124152,-0.0111922,0.00590258,0.0587354,0.0416406,0.0303793,ExponentialTwoDemes,1e-05,10,2,20000,NA,NA,NA,NA,NA
917,5269,313,1873,561375,187125,0.0557039,0.0147713,0.0409326,0.265176,all,917,561375,5269,187125,313,561375,1873,187125,GammaExpo,25,-131.3833,0.4089,0,0.0000,0.0228,0,0,0.0018,0.5618,0.0275,0.4089,NA,NA,NA,NA,NA,93290.483583,0.283097,13.308213,0.001749,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009267,0.821967,0.839307,0.803422,0.839339,0.7832,0.684538,0.756088,0.801794,0.681126,0.704934,0.875452,0.780818,0.754099,0.776682,0.819393,0.658283,0.889133,1.088623,1738,708,482,356,297,217,168,167,155,118,103,126,109,90,94,90,69,84,98,1734.0158,712.6517,485.124,348.2866,291.0855,226.3469,169.5713,163.8835,154.4804,118.1083,111.1243,126.504,104.15,93.4014,89.7853,88.8025,67.1455,85.6539,99.3521,411,134,80,43,34,39,23,17,18,14,21,15,7,14,6,9,6,12,14,414.9842,129.3483,76.876,50.7134,39.9145,29.6531,21.4287,20.1165,18.5196,13.8917,12.8757,14.496,11.85,10.5986,10.2147,10.1975,7.8545,10.3461,12.6479,1873,1872.9516,313,313.0484,-0.0414408,0.211457,-0.00230841,0.011779,0.0580123,0.0439249,0.032931,ExponentialTwoDemes,2e-05,1,3,20000,NA,NA,NA,NA,NA
1007,5428,315,2010,561375,187125,0.0522388,0.014262,0.0379768,0.273016,all,1007,561375,5428,187125,315,561375,2010,187125,GammaExpo,25,-132.6248,0.3419,0,0.0000,0.0179,0,0,0.0023,0.3777,0.2781,0.3419,NA,NA,NA,NA,NA,4995.501686,0.449956,3.6202,0.007942,0.034088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009101,0.959396,0.917701,0.890387,0.952702,0.89423,0.835133,0.770321,0.773484,0.771127,0.652426,0.730735,0.849649,0.943768,0.863543,0.716195,0.841965,0.816022,0.549537,1652,788,509,365,319,254,205,157,143,124,104,103,123,118,105,86,97,95,81,1648.1086,792.2233,506.3561,369.414,317.1362,248.8841,199.992,162.129,145.4625,131.3312,101.7789,105.4776,114.5633,120.028,104.7315,84.0308,97.7684,98.2648,79.4831,476,157,78,57,40,26,19,24,19,22,9,14,4,15,11,7,11,13,5,479.8914,152.7767,80.6439,52.586,41.8638,31.1159,24.008,18.871,16.5375,14.6688,11.2211,11.5224,12.4367,12.972,11.2685,8.9692,10.2316,9.7352,6.5169,2010,2009.198,315,315.802,-0.183791,0.201313,-0.00960104,0.0105164,0.0618398,0.0417224,0.0344639,ExponentialTwoDemes,2e-05,2,3,20000,NA,NA,NA,NA,NA
918,5358,315,1800,561375,187125,0.0583333,0.0159259,0.0424074,0.273016,all,918,561375,5358,187125,315,561375,1800,187125,GammaExpo,25,-132.0599,0.4312,0,0.0000,0.0251,0,0,0.0016,0.5453,0.0218,0.4312,NA,NA,NA,NA,NA,179638.084805,0.265351,15.485889,0.001632,0.018265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009675,0.889092,0.831086,0.743072,0.742396,0.686828,0.692234,0.673104,0.797288,0.647637,0.716295,0.778716,0.788423,0.625274,0.547393,0.695076,0.851165,0.847181,0.842583,1786,795,486,333,260,195,187,153,162,120,116,114,117,82,68,84,98,93,109,1779.1776,791.7858,494.0177,331.7269,265.5493,205.0879,177.5327,151.4049,159.8557,117.255,118.3745,118.5621,111.5225,82.8308,68.4841,82.9622,98.3759,97.6636,106.6861,408,139,86,47,42,37,13,17,17,11,16,18,7,10,8,8,11,15,8,414.8224,142.2142,77.9823,48.2731,36.4507,26.9121,22.4673,18.5951,19.1443,13.745,13.6255,13.4379,12.4775,9.1692,7.5159,9.0378,10.6241,10.3364,10.3139,1800,1800.476,315,314.524,0.0209566,0.236586,0.00122247,0.0138009,0.0571109,0.0445325,0.0331282,ExponentialTwoDemes,2e-05,3,3,20000,NA,NA,NA,NA,NA
1042,5808,271,1768,561375,187125,0.0510935,0.0156486,0.0354449,0.306273,all,1042,561375,5808,187125,271,561375,1768,187125,GammaExpo,25,-133.799,0.3142,0,0.0000,0.016,0,0,0.0021,0.6635,0.0202,0.3142,NA,NA,NA,NA,NA,75710.960657,0.281766,13.60346,0.001194,0.010064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009518,0.852959,0.855655,0.836563,0.83631,0.770632,0.780358,0.790278,0.917457,0.820152,0.852633,0.893319,0.90101,0.911341,1.215669,0.93253,1.22992,1.347764,1.332971,1767,751,506,370,295,226,201,177,176,151,142,126,120,119,143,104,141,147,146,1764.0347,752.7714,503.7683,369.6714,295.8975,227.4357,197.6249,175.3469,181.2239,146.0704,138.3591,133.2517,124.5044,117.4924,147.2472,106.9373,134.9052,144.0919,147.5851,450,148,83,57,44,33,23,21,28,13,13,23,19,12,21,15,9,13,17,452.9653,146.2286,85.2317,57.3286,43.1025,31.5643,26.3751,22.6531,22.7761,17.9296,16.6409,15.7483,14.4956,13.5076,16.7528,12.0627,15.0948,15.9081,15.4149,1768,1768.5729,271,270.4271,-0.170453,0.119559,-0.00870906,0.00610871,0.0598026,0.0449848,0.0349673,ExponentialTwoDemes,2e-05,4,3,20000,NA,NA,NA,NA,NA
960,5222,307,1966,561375,187125,0.0520515,0.0147508,0.0373008,0.283388,all,960,561375,5222,187125,307,561375,1966,187125,GammaExpo,25,-132.1723,0.4044,0,0.0000,0.021,0,0,0.0023,0.584,0.0092,0.4044,NA,NA,NA,NA,NA,19371.848613,0.336044,23.645772,0.000882,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008928,0.854169,0.854219,0.754675,0.828471,0.794319,0.685569,0.812371,0.950745,0.924855,0.853654,0.868187,0.716973,0.818409,0.853028,0.658618,0.910849,0.865181,1.276812,1680,711,473,314,284,210,159,176,170,160,127,118,96,100,97,67,90,81,109,1670.6339,713.5017,475.6957,315.1964,276.8142,221.1695,163.6193,169.6468,176.4829,154.5093,129.6494,120.8686,92.1384,97.6615,95.0065,68.7693,89.5115,80.3,112.2676,444,141,81,48,31,40,25,14,27,12,17,16,6,8,8,9,9,8,16,453.3661,138.4983,78.3043,46.8036,38.1858,28.8305,20.3807,20.3532,20.5171,17.4907,14.3506,13.1314,9.8616,10.3385,9.9935,7.2307,9.4885,8.7,12.7324,1966,1966.5179,307,306.4821,-0.177279,0.151725,-0.00922766,0.00789753,0.0612792,0.044154,0.0309481,ExponentialTwoDemes,2e-05,5,3,20000,NA,NA,NA,NA,NA
956,5573,219,1489,561375,187125,0.0490262,0.0163421,0.0326841,0.333333,all,956,561375,5573,187125,219,561375,1489,187125,GammaExpo,25,-130.3422,0.0269,0,0.0000,0.0013,0,0,0.0015,0.1347,0.8369,0.0269,NA,NA,NA,NA,NA,2412.359038,0.656711,1.031333,0.024352,0.005173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008961,1.003836,1.000109,0.782006,0.894192,0.8387,0.755205,0.948708,0.855324,0.863999,0.784861,0.873483,0.743884,0.820418,0.906453,0.685038,1.353914,1.171324,1.098278,1669,835,556,325,306,237,183,195,155,147,122,114,95,100,104,69,141,115,105,1668.6453,837.778,556.6339,326.5574,298.8535,233.7047,180.4789,198.5138,159.2126,144.8808,119.7834,122.375,96.3787,98.9441,102.3816,72.9089,136.7728,113.6354,105.9555,429,142,79,44,30,25,19,27,23,15,12,23,13,11,11,13,13,13,14,429.3547,139.222,78.3661,42.4426,37.1465,28.2953,21.5211,23.4862,18.7874,17.1192,14.2166,14.625,11.6213,12.0559,12.6184,9.0911,17.2272,14.3646,13.0445,1489,1488.493,219,219.507,-0.166325,0.147068,-0.00815426,0.00721018,0.0571805,0.041816,0.0478186,ExponentialTwoDemes,2e-05,6,3,20000,NA,NA,NA,NA,NA
973,5600,238,1507,561375,187125,0.0526432,0.0150409,0.0376023,0.285714,all,973,561375,5600,187125,238,561375,1507,187125,GammaExpo,25,-128.214,0.3054,0,0.0000,0.016,0,0,0.002,0.3622,0.3304,0.3054,NA,NA,NA,NA,NA,8733.129826,0.426609,3.155354,0.008998,0.017952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009896,0.92508,0.820698,0.791559,0.776886,0.736569,0.894767,0.616759,0.609781,0.651745,0.677181,0.735232,0.735261,0.751587,0.64761,0.767057,1.028487,0.903525,0.803997,1826,839,498,354,282,232,239,142,124,124,112,110,109,100,83,91,123,110,102,1820.3816,842.8981,499.1205,361.5331,284.2956,225.007,234.7527,141.9159,125.0614,120.6952,114.4598,114.4818,106.3511,101.7973,82.8235,93.5623,121.4231,106.3066,103.6854,460,152,75,56,38,20,23,16,15,10,15,17,9,13,9,13,12,8,12,465.6184,148.1019,73.8795,48.4669,35.7044,26.993,27.2473,16.0841,13.9386,13.3048,12.5402,12.5182,11.6489,11.2027,9.1765,10.4377,13.5769,11.6934,10.3146,1507,1507.6811,238,237.3189,-0.100173,0.221183,-0.00527345,0.0116438,0.0579167,0.0409994,0.0364638,ExponentialTwoDemes,2e-05,7,3,20000,NA,NA,NA,NA,NA
987,5402,289,1781,561375,187125,0.0540895,0.0153472,0.0387423,0.283737,all,987,561375,5402,187125,289,561375,1781,187125,GammaExpo,25,-133.5698,0.0055,0,0.0000,3e-04,0,0,0.0012,0.1402,0.8531,0.0055,NA,NA,NA,NA,NA,6512.088555,0.554411,0.734396,0.030812,0.011913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01014,0.84786,0.718176,0.717765,0.707417,0.713397,0.634036,0.534702,0.583988,0.661389,0.629103,0.617654,0.624425,0.827598,0.791635,0.527956,0.655077,0.883697,1.223713,1876,794,450,331,274,223,177,120,127,131,110,96,83,113,99,68,77,106,147,1875.9638,795.8381,449.7608,337.4258,266.3155,224.0616,170.913,126.3129,122.8495,125.4905,108.8005,98.242,92.0667,113.9433,102.5211,64.8458,77.1781,102.0279,148.4063,451,143,71,57,31,33,18,24,13,12,14,16,22,17,18,6,11,10,20,451.0362,141.1619,71.2392,50.5742,38.6845,31.9384,24.087,17.6871,17.1505,17.5095,15.1995,13.758,12.9333,16.0567,14.4789,9.1542,10.8219,13.9721,18.5937,1781,1780.7108,289,289.2892,-0.125975,0.113502,-0.00681391,0.00613924,0.0609034,0.0479502,0.0538446,ExponentialTwoDemes,2e-05,8,3,20000,NA,NA,NA,NA,NA
966,5334,321,2067,561375,187125,0.0517658,0.0151588,0.036607,0.292835,all,966,561375,5334,187125,321,561375,2067,187125,GammaExpo,25,-133.1599,0.0179,0,0.0000,9e-04,0,0,0.0012,0.0997,0.8812,0.0179,NA,NA,NA,NA,NA,2514.165044,0.686481,0.941063,0.028214,0.072549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010038,0.923246,0.826136,0.785617,0.776147,0.724319,0.638346,0.615254,0.689488,0.73776,0.6354,0.526753,0.650403,0.661483,0.674528,0.597884,0.576016,0.667953,0.37981,1752,808,487,334,290,220,169,143,144,143,104,80,103,94,94,87,83,111,88,1749.2867,811.1898,486.3637,348.8501,277.4785,217.3583,165.559,140.9673,142.0049,138.5801,110.252,85.4449,99.8218,97.3368,96.7248,85.4682,85.1943,110.1603,86.584,463,146,73,64,25,26,18,16,16,13,20,16,9,15,14,8,11,9,4,465.7133,142.8102,73.6363,49.1499,37.5215,28.6417,21.441,18.0327,17.9951,17.4199,13.748,10.5551,12.1782,11.6632,11.2752,9.5318,8.8057,9.8397,5.416,2067,2065.5142,321,322.4858,-0.166164,0.1713,-0.00860161,0.0088675,0.0603675,0.0428983,0.0510758,ExponentialTwoDemes,2e-05,9,3,20000,NA,NA,NA,NA,NA
904,5221,259,1986,561375,187125,0.043471,0.0125881,0.0308828,0.289575,all,904,561375,5221,187125,259,561375,1986,187125,GammaExpo,25,-128.5429,0.306,0,0.0000,0.0133,0,0,0.0026,0.6821,0.0094,0.306,NA,NA,NA,NA,NA,32632.767225,0.320175,20.20382,0.000655,0.038178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008853,0.916547,0.808463,0.868105,0.949612,0.811287,0.7749,0.898264,0.846129,0.729777,0.881813,0.767576,0.753628,0.77036,0.90053,0.8273,0.979646,0.803475,0.653145,1600,731,425,361,307,221,184,179,148,118,137,104,102,97,107,96,111,96,97,1596.6857,733.4137,432.3978,349.2316,306.6181,219.11,180.1545,183.6411,154.6632,120.895,133.9279,107.9867,99.1782,95.7958,107.0486,95.4673,112.4719,96.5314,96.0816,413,141,77,39,41,26,18,26,24,16,11,15,7,8,10,8,11,8,5,416.3143,138.5863,69.6022,50.7684,41.3819,27.89,21.8455,21.3589,17.3368,13.105,14.0721,11.0133,9.8218,9.2042,9.9514,8.5327,9.5281,7.4686,5.9184,1986,1986.4366,259,258.5634,-0.327682,0.0713551,-0.0142447,0.00310187,0.0577156,0.0403691,0.0301174,ExponentialTwoDemes,2e-05,10,3,20000,NA,NA,NA,NA,NA
564,2531,857,3376,561375,187125,0.0846169,0.0403831,0.0442338,0.477246,all,564,561375,2531,187125,857,561375,3376,187125,GammaExpo,25,-117.9423,0.212,0,0.0000,0.0179,0,0,0.001,0.2275,0.5596,0.212,NA,NA,NA,NA,NA,29713.623353,0.364052,2.170585,0.024502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005839,0.662667,0.530625,0.455804,0.451559,0.510367,0.317164,0.487513,0.407557,0.530223,0.393797,0.428529,0.1811,0.464187,0.52972,0.59881,0.542101,0.827882,0.82421,1097,363,187,119,96,96,50,65,48,63,42,39,14,40,35,43,37,53,44,1092.5544,361.9998,193.2455,124.4976,98.6706,92.9339,49.5028,66.5794,49.4753,57.9298,39.1131,39.0159,15.2202,36.2249,38.5832,40.8895,34.8397,50.2504,47.3945,287,75,43,28,20,13,8,13,10,5,4,7,4,3,11,6,5,8,14,291.4456,76.0002,36.7545,22.5024,17.3294,16.0661,8.4972,11.4206,8.5247,10.0702,6.8869,6.9841,2.7798,6.7751,7.4168,8.1105,7.1603,10.7496,10.6055,3376,3379.0931,857,853.9069,0.122174,0.257009,0.010338,0.0217473,0.0742789,0.0628696,0.0664416,ExponentialTwoDemes,1e-04,1,4,20000,NA,NA,NA,NA,NA
626,2746,925,3324,561375,187125,0.0927597,0.0421179,0.0506418,0.454054,all,626,561375,2746,187125,925,561375,3324,187125,GammaExpo,25,-115.2409,0.4962,0,0.0000,0.0461,0,0,0.0012,0.289,0.2136,0.4962,NA,NA,NA,NA,NA,21849.900745,0.340828,4.976018,0.012435,0.010232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006048,0.746901,0.661888,0.529135,0.566575,0.489936,0.422739,0.299772,0.495148,0.526241,0.25928,0.26346,0.450081,0.669102,0.720443,0.477661,0.617702,0.556141,0.597117,1120,422,252,144,130,88,67,40,61,62,28,25,41,55,51,37,45,35,43,1120.6755,418.7696,247.5703,148.5494,127.3577,91.8654,68.0188,42.2598,62.1432,59.5518,26.7345,24.9724,39.523,54.8226,55.4646,34.821,43.0822,37.8261,42.1146,325,88,43,31,19,19,12,9,11,7,3,4,5,9,14,4,6,10,7,324.3245,91.2304,47.4297,26.4506,21.6423,15.1346,10.9812,6.7402,9.8568,9.4482,4.2655,4.0276,6.477,9.1774,9.5354,6.179,7.9178,7.1739,7.8854,3324,3322.8093,925,926.1907,0.180794,0.36427,0.0167704,0.0337896,0.0759893,0.0589701,0.046792,ExponentialTwoDemes,1e-04,2,4,20000,NA,NA,NA,NA,NA
